,package,fileName,type,desc,priority,start,end,label,code,lineNum,statementNum,branchStatementNum,callNum,cycleComplexity,depth
2089,cassandra-all-2.1.21,SSLFactory,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,STYLE,3,95,95,false,MethodDeclaration Modifier static public ReferenceType MemtablePool getMemtableAllocatorPool SwitchStatement MemberReference conf memtable_allocation_type SwitchStatementCase offheap_buffers IfStatement MethodInvocation ! FileUtils isCleanerAvailable BlockStatement StatementExpression MethodInvocation System Literal - 1 exit End End,4,2,0,2,1,2
6774,hbase-common-2.1.9,PrivateCellUtil,PZLA_PREFER_ZERO_LENGTH_ARRAYS,STYLE,3,2835,2835,false,,4,2,1,0,2,2
3743,cassandra-all-3.11.8,StreamReader,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,STYLE,3,280,280,false,,3,1,0,1,1,3
6697,hbase-common-1.6.0,UnsafeAccess,BC_UNCONFIRMED_CAST,STYLE,3,388,388,false,,8,4,2,3,3,3
3086,cassandra-all-3.0.22,StreamEventJMXNotifier,BC_UNCONFIRMED_CAST,STYLE,3,54,54,false,MethodDeclaration Modifier public Annotation Override ReferenceType String getDistributionRatioDelimiter LocalVariableDeclaration ReferenceType WeightedLoadBalancerDefinition VariableDeclarator weighted Cast ReferenceType WeightedLoadBalancerDefinition MethodInvocation MethodInvocation getLoadBalancerType getDefinition,6,4,3,0,3,4
1124,camel-core-2.24.2,LogComponent,RCN_REDUNDANT_NULLCHECK_OF_NULL_VALUE,STYLE,3,77,77,false,"MethodDeclaration Modifier protected static BasicType long calculateRedeliverDelayUsingPattern FormalParameter ReferenceType String delayPattern FormalParameter BasicType int redeliveryCounter LocalVariableDeclaration ReferenceType String VariableDeclarator groups MethodInvocation delayPattern Literal "";"" split ForStatement EnhancedForControl VariableDeclaration ReferenceType String VariableDeclarator group MemberReference groups BlockStatement LocalVariableDeclaration BasicType long VariableDeclarator delay MethodInvocation Long MethodInvocation StringHelper MemberReference group Literal "":"" after valueOf LocalVariableDeclaration BasicType int VariableDeclarator count MethodInvocation Integer MethodInvocation StringHelper MemberReference group Literal "":"" before valueOf IfStatement BinaryOperation > MemberReference count MemberReference redeliveryCounter BlockStatement End End",6,3,2,1,4,2
3854,cassandra-all-4.0-beta2,ByteOrderedPartitioner,BC_UNCONFIRMED_CAST,STYLE,3,228,228,false,,3,1,0,0,1,3
6320,flink-core-1.9.0,DoubleValueComparator,EI_EXPOSE_REP,MALICIOUS_CODE,2,127,127,false,,4,1,0,0,1,2
4556,cassandra-all-4.0-beta2,Stage,DM_CONVERT_CASE,I18N,3,80,80,false,,3,2,0,1,1,2
2668,cassandra-all-3.0.22,CommitLogReplayer,REC_CATCH_EXCEPTION,STYLE,2,171,171,false,MethodDeclaration Modifier public Annotation Override ReferenceType String getFieldNames ReturnStatement MemberReference fieldNames,7,3,2,0,3,3
4700,commons-bcel-8804a93690cd4be12024345225e0934d66aa4cf6,FieldOrMethod,EI_EXPOSE_REP2,MALICIOUS_CODE,2,162,162,false,,3,1,0,0,1,2
4401,cassandra-all-4.0-beta2,OHCProvider,BC_UNCONFIRMED_CAST,STYLE,3,214,214,false,,7,5,2,3,3,3
2344,cassandra-all-2.2.18,CqlParser,SF_SWITCH_NO_DEFAULT,STYLE,2,9550,9586,false,MethodDeclaration Modifier final public columnCondition FormalParameter ReferenceType List TypeArgument ReferenceType Pair TypeArgument ReferenceType ColumnIdentifier ReferenceType Raw TypeArgument ReferenceType ColumnCondition ReferenceType Raw conditions RecognitionException TryStatement BlockStatement StatementExpression Assignment MemberReference key MethodInvocation cident = SwitchStatement MethodInvocation input Literal 1 LA End SwitchStatement MemberReference alt125 SwitchStatementCase Literal 2 BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator LA122_0 MethodInvocation input Literal 1 LA IfStatement BinaryOperation == MemberReference LA122_0 Literal 142 BlockStatement IfStatement BinaryOperation || BinaryOperation == MemberReference LA122_0 MemberReference QMARK BinaryOperation == MemberReference LA122_0 Literal 148 BlockStatement End End SwitchStatement MemberReference alt122 SwitchStatementCase Literal 1 BlockStatement StatementExpression MethodInvocation MemberReference FOLLOW_singleColumnInValues_in_columnCondition6529 pushFollow StatementExpression Assignment MemberReference values MethodInvocation singleColumnInValues = StatementExpression MemberReference -- state _fsp StatementExpression MethodInvocation conditions MethodInvocation Pair MemberReference key MethodInvocation ColumnCondition.Raw MemberReference values simpleInCondition create add BreakStatement SwitchStatementCase Literal 2 BlockStatement StatementExpression MethodInvocation MemberReference FOLLOW_inMarker_in_columnCondition6549 pushFollow StatementExpression Assignment MemberReference marker MethodInvocation inMarker = StatementExpression MemberReference -- state _fsp StatementExpression MethodInvocation conditions MethodInvocation Pair MemberReference key MethodInvocation ColumnCondition.Raw MemberReference marker simpleInCondition create add End End CatchClause CatchClauseParameter RecognitionException re,37,23,13,9,9,6
1622,cassandra-all-2.1.21,CassandraDaemon,DM_EXIT,BAD_PRACTICE,2,523,523,false,MethodDeclaration Modifier public ReferenceType String getFields ReturnStatement MemberReference fields,4,2,1,2,2,2
652,camel-core-2.22.5,XmlConverter,REC_CATCH_EXCEPTION,STYLE,3,630,630,false,MethodDeclaration Modifier private static ReferenceType Configuration loadYAMLResource FormalParameter ReferenceType File file TryStatement TryResource ReferenceType BufferedReader reader ClassCreator ReferenceType BufferedReader ClassCreator ReferenceType InputStreamReader ClassCreator ReferenceType FileInputStream MemberReference file CatchClause CatchClauseParameter IOException e,6,2,1,0,2,2
1632,cassandra-all-2.1.21,CBUtil,DM_CONVERT_CASE,I18N,3,303,303,false,MethodDeclaration Modifier static public putNormalizedKeyLocalDate FormalParameter ReferenceType LocalDate record FormalParameter ReferenceType MemorySegment target FormalParameter BasicType int offset FormalParameter BasicType int numBytes LocalVariableDeclaration BasicType int VariableDeclarator year MethodInvocation record getYear LocalVariableDeclaration BasicType int VariableDeclarator unsignedYear BinaryOperation - MemberReference year MemberReference Integer MIN_VALUE IfStatement BinaryOperation >= MemberReference numBytes Literal 4 BlockStatement IfStatement BinaryOperation > MemberReference numBytes Literal 0 BlockStatement ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator i Literal 0 BinaryOperation > MemberReference numBytes Literal 0 MemberReference -- numBytes MemberReference ++ i BlockStatement StatementExpression MethodInvocation target BinaryOperation + MemberReference offset MemberReference i Cast BasicType byte BinaryOperation >>> MemberReference unsignedYear BinaryOperation << BinaryOperation - Literal 3 MemberReference i Literal 3 put End End End,7,4,1,3,2,3
636,camel-core-2.22.5,TokenizerExpression,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,STYLE,3,178,178,true,MethodDeclaration Modifier public onFailure FormalParameter Modifier final ReferenceType Exchange exchange IfStatement MemberReference onCompleteOnly BlockStatement End IfStatement BinaryOperation && BinaryOperation != MemberReference onWhen Literal null MethodInvocation ! onWhen MemberReference exchange matches BlockStatement End LocalVariableDeclaration Modifier final ReferenceType Exchange VariableDeclarator copy MethodInvocation MemberReference exchange prepareExchange LocalVariableDeclaration Modifier final ReferenceType Exception VariableDeclarator original MethodInvocation copy getException IfStatement BinaryOperation != MemberReference executorService Literal null BlockStatement StatementExpression MethodInvocation executorService ClassCreator ReferenceType Callable TypeArgument ReferenceType Exchange submit End,5,1,1,1,2,2
6582,hbase-common-1.4.12,KeyStoreKeyProvider,PZLA_PREFER_ZERO_LENGTH_ARRAYS,STYLE,3,168,168,false,,10,5,3,1,4,3
6303,flink-core-1.9.0,CharValueComparator,RV_NEGATING_RESULT_OF_COMPARETO,BAD_PRACTICE,2,70,70,false,,6,3,0,1,1,2
4345,cassandra-all-4.0-beta2,LocalSyncTask,BC_UNCONFIRMED_CAST,STYLE,3,133,133,false,,8,6,4,0,4,4
5175,commons-configuration-17bf8fc7d293cf2c2379c3509acbcd22987b0bd7,CombinedConfiguration,DM_DEFAULT_ENCODING,I18N,1,909,909,false,,8,4,2,3,3,3
4131,cassandra-all-4.0-beta2,Cql_Parser,NP_NULL_PARAM_DEREF,CORRECTNESS,2,16416,16416,false,,18,11,7,2,7,7
1603,cassandra-all-2.1.21,BatchMessage,REC_CATCH_EXCEPTION,STYLE,2,229,229,false,MethodDeclaration Modifier public ReferenceType Object getKeys IfStatement MemberReference useLock BlockStatement StatementExpression MethodInvocation lock lock End,29,22,9,15,10,5
4984,commons-bcel-cfaa578439109afe801ef4448df55d5a17271604,InnerClasses,EI_EXPOSE_REP,MALICIOUS_CODE,2,114,114,false,,3,1,0,0,1,2
5126,commons-codec-f2fc4626ae35ea51b6082fdc73e5c8d0c27821fa,Base32,SF_SWITCH_FALLTHROUGH,STYLE,2,420,422,true,,29,19,11,2,12,5
1110,camel-core-2.24.2,InMemorySagaCoordinator,NP_NONNULL_PARAM_VIOLATION,CORRECTNESS,1,124,124,true,MethodDeclaration Modifier protected ReferenceType Processor createErrorHandler FormalParameter ReferenceType RouteContext routeContext FormalParameter ReferenceType Exchange exchange FormalParameter ReferenceType Processor processor LocalVariableDeclaration BasicType boolean VariableDeclarator tryBlock MethodInvocation exchange MemberReference Exchange TRY_ROUTE_BLOCK Literal false ClassReference BasicType boolean getProperty IfStatement BinaryOperation && MemberReference ! tryBlock BinaryOperation != MemberReference routeContext Literal null BlockStatement LocalVariableDeclaration Modifier final ReferenceType PreparedErrorHandler VariableDeclarator key ClassCreator ReferenceType PreparedErrorHandler MemberReference routeContext MemberReference processor StatementExpression Assignment MemberReference answer MethodInvocation errorHandlers MemberReference key get = IfStatement BinaryOperation != MemberReference answer Literal null BlockStatement End TryStatement StatementExpression Assignment MemberReference answer MethodInvocation MemberReference routeContext MemberReference processor MemberReference exchange createUnitOfWorkProcessor = LocalVariableDeclaration BasicType boolean VariableDeclarator child BinaryOperation != MethodInvocation exchange MemberReference Exchange PARENT_UNIT_OF_WORK ClassReference ReferenceType UnitOfWork getProperty Literal null IfStatement MemberReference ! child BlockStatement StatementExpression MethodInvocation errorHandlers MemberReference key MemberReference answer putIfAbsent End CatchClause CatchClauseParameter Exception e End,11,6,3,3,5,3
5436,commons-net-f1173cf2b033e0c0e2ad711827933566346dfe9b,echo,DM_DEFAULT_ENCODING,I18N,1,82,82,false,,3,0,0,0,0,0
5377,commons-lang-f5c86f6d4e8d9023f9e023fb1cd09ef47c8fd1cf,BooleanUtils,ES_COMPARING_PARAMETER_STRING_WITH_EQ,BAD_PRACTICE,1,657,657,false,,4,1,1,0,2,2
4653,cassandra-all-4.0-beta2,UnfilteredSerializer,BC_UNCONFIRMED_CAST,STYLE,3,558,558,false,,10,7,3,5,4,3
2080,cassandra-all-2.1.21,SEPExecutor,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,BAD_PRACTICE,3,233,233,false,MethodDeclaration Modifier public Annotation Override BasicType int specialStateTransition FormalParameter BasicType int s FormalParameter ReferenceType IntStream _input NoViableAltException LocalVariableDeclaration ReferenceType TokenStream VariableDeclarator input Cast ReferenceType TokenStream MemberReference _input SwitchStatement MemberReference s SwitchStatementCase Literal 30 LocalVariableDeclaration BasicType int VariableDeclarator LA17_31 MethodInvocation input Literal 1 LA End,3,1,0,1,1,2
2146,cassandra-all-2.2.18,AbstractColumnFamilyInputFormat,WMI_WRONG_MAP_ITERATOR,PERFORMANCE,2,142,142,false,MethodDeclaration Modifier static public ReferenceType ParameterType supportedParameterTypes FormalParameter ReferenceType BinaryOperatorType operator IfStatement BinaryOperation == MemberReference operator MemberReference EQ BlockStatement ReturnStatement Literal null End,29,22,8,17,9,5
3039,cassandra-all-3.0.22,SSLFactory,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,STYLE,3,84,84,false,MethodDeclaration Modifier public Annotation Override test FormalParameter ReferenceType ManagedRouteMBean counter FormalParameter ReferenceType HealthCheckResultBuilder builder FormalParameter ReferenceType Map TypeArgument ReferenceType String TypeArgument ReferenceType Object options TryStatement LocalVariableDeclaration BasicType long VariableDeclarator value MethodInvocation counter getMaxProcessingTime IfStatement BinaryOperation > MemberReference value MemberReference timeThreshold BlockStatement StatementExpression MemberReference ++ failureCount End CatchClause CatchClauseParameter Exception e,4,2,0,2,1,2
6051,flink-core-1.6.4,SingleInputOperator,BC_UNCONFIRMED_CAST,STYLE,3,84,84,false,,5,2,0,1,1,2
1663,cassandra-all-2.1.21,Client,REC_CATCH_EXCEPTION,STYLE,3,164,164,false,MethodDeclaration Modifier static public closeAll FormalParameter ReferenceType Iterable TypeArgument ReferenceType AutoCloseable extends closeables Exception IfStatement BinaryOperation != Literal null MemberReference closeables BlockStatement ForStatement EnhancedForControl VariableDeclaration ReferenceType AutoCloseable VariableDeclarator closeable MemberReference closeables BlockStatement End IfStatement BinaryOperation != Literal null MemberReference collectedExceptions BlockStatement End End,13,10,6,9,7,2
175,camel-core-2.21.5,FileUtil,DM_GC,PERFORMANCE,1,439,439,true,MethodDeclaration Modifier static public Annotation Internal TypeParameter L TypeParameter R ReferenceType Right TypeArgument ReferenceType L TypeArgument ReferenceType R obtainRight FormalParameter ReferenceType Either TypeArgument ReferenceType L TypeArgument ReferenceType R input FormalParameter ReferenceType TypeSerializer TypeArgument ReferenceType R rightSerializer IfStatement MethodInvocation input isRight BlockStatement BlockStatement LocalVariableDeclaration ReferenceType Left TypeArgument ReferenceType L TypeArgument ReferenceType R VariableDeclarator left Cast ReferenceType Left TypeArgument ReferenceType L TypeArgument ReferenceType R MemberReference input End,7,3,2,3,3,4
5842,flink-core-1.11.2,Record,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,STYLE,2,636,636,false,,7,3,2,2,4,3
1668,cassandra-all-2.1.21,CliMain,LI_LAZY_INIT_STATIC,MT_CORRECTNESS,3,159,162,false,MethodDeclaration Modifier public Annotation Override ReferenceType CompletableFuture TypeArgument ReferenceType Void compensate LocalVariableDeclaration BasicType boolean VariableDeclarator doAction MethodInvocation currentStatus MemberReference Status RUNNING MemberReference Status COMPENSATING compareAndSet IfStatement MemberReference doAction BlockStatement BlockStatement LocalVariableDeclaration ReferenceType Status VariableDeclarator status MethodInvocation currentStatus get IfStatement BinaryOperation && BinaryOperation != MemberReference status MemberReference Status COMPENSATING BinaryOperation != MemberReference status MemberReference Status COMPENSATED BlockStatement End End ReturnStatement MethodInvocation CompletableFuture Literal null completedFuture,6,3,1,1,2,3
